title,genres,user_rating,keywords,director,adult,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
Maria Full of Grace,"['Drama', 'Thriller', 'Crime']",0.7200000000000001,"new york city, individual, adolescence, airplane, drug crime, drug trafficking, pregnancy, bravery, cocaine, drug mule, illegal immigration, maquiladora, teacher, self esteem, teenage protagonist",Joshua Marston,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Cargo,"['Drama', 'Thriller', 'Horror']",0.6406000000000001,"australia, post-apocalyptic future, woman director, pandemic, aboriginal, father daughter relationship",Ben Howling,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Little Italy,"['Comedy', 'Romance']",0.666,love,Donald Petrie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gerald's Game,"['Horror', 'Thriller']",0.6400000000000001,"child abuse, based on novel or book, childhood trauma, sorrow, car accident, eclipse, dog, ghost, memoirs",Mike Flanagan,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Olaf's Frozen Adventure,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",0.65,"holiday, cartoon, snowman, christmas, short film, featurette",Kevin Deters,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Vesper,"['Science Fiction', 'Drama', 'Adventure', 'Fantasy']",0.6400000000000001,Unknown,Kristina Buozyte,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Belle de Jour,"['Drama', 'Romance']",0.7365,"adultery, prostitute, jealousy, dream, husband wife relationship, dual identity, double life, sexual frustration, brothel, women's sexual identity, masochism, sexual exploration",Luis Buñuel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Secret Headquarters,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Family']",0.6497,"secret identity, superhero, group of friends, alien technology, father son relationship",Henry Joost,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Women's Prison Massacre,"['Action', 'Crime', 'Horror']",0.45999999999999996,"prison, rape, exploitation, women's prison, sequel, sexploitation, torture, lesbian sex, corrupt official, sex",Bruno Mattei,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Intruder,['Thriller'],0.61,"california, psychopath, widow, country house, thanksgiving, stalker, deer, murder, christmas lights, voyeur, christmas, intruder, napa valley",Deon Taylor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R.I.P.D. 2: Rise of the Damned,"['Fantasy', 'Action', 'Comedy']",0.6400000000000001,"sheriff, afterlife, based on comic, prequel, american west, 1870s, amused, farcical",Paul Leyden,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fun with Dick and Jane,"['Comedy', 'Crime']",0.6206,"husband wife relationship, based on novel or book, robber, hold-up robbery, suburbia, remake, loss of job, humiliation, unemployment, bankruptcy, travel agent, riches to rags, bearer bonds, comeuppance",Dean Parisot,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodies Bodies Bodies,"['Horror', 'Comedy', 'Mystery']",0.6252,"infidelity, love triangle, sword, gun, paranoia, hurricane, rain, affectation, satire, mansion, whodunit, accidental death, power outage, lgbt, woman director, murder mystery, candid, generation z, party, grand, absurd",Halina Reijn,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Last Emperor,"['Drama', 'History']",0.76,"suicide, experiment, china, isolation, buddhism, becoming an adult, war crimes, suicide attempt, war on drugs, revolution, drug addiction, opium, arranged marriage, world war ii, emperor, coup d'etat, manchuria, dynasty, reeducation camp, biography, based on true story, autobiography, teacher, beijing, china, dowager, decadence, communism, 1920s, 1940s, 1950s, 1910s, 1930s, japanese occupation of china, lgbt interest",Bernardo Bertolucci,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Good Luck Chuck,"['Comedy', 'Romance']",0.5900000000000001,"aquarium, bride, man woman relationship, one-night stand, love, curse, wedding, dentist, based on short story, duringcreditsstinger",Mark Helfrich,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rosalie,"['Drama', 'Romance']",0.66,"based on true story, historical drama, 19th century, bearded lady",Stéphanie Di Giusto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jour d'Été,['Drama'],0.0,Unknown,Tucker Pearson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Age: A Mammoth Christmas,"['Animation', 'Family', 'TV Movie']",0.65,"holiday, prehistory, christmas, short film, ледниковый период blue sky",Karen Disher,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
He Never Died,"['Comedy', 'Drama', 'Fantasy', 'Horror']",0.6184000000000001,"vampire, bible, flesh eating, immortal, father daughter relationship",Jason Krawczyk,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Tarzan II,"['Adventure', 'Animation', 'Family']",0.61,"feral child, tarzan, prequel, jungle",Brian Smith,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jarhead,"['Drama', 'War']",0.67,"california, gulf war, saudi arabia, petrol, marine corps, kuwait, based on memoir or autobiography, u.s. marine, anti war, desert storm, harsh",Sam Mendes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
I Now Pronounce You Chuck & Larry,"['Comedy', 'Romance']",0.6049000000000001,"coming out, new york city, single parent, homophobia, fraud, single, gay marriage, insurance policy, firefighter, masculinity, pretend relationship, pretending to be gay, gay theme, fire department",Dennis Dugan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Malicious,['Comedy'],0.7200000000000001,"virgin, blackmail, underwear, taboo, housekeeper, voyeur, father son relationship",Salvatore Samperi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Blart: Mall Cop,"['Action', 'Adventure', 'Comedy', 'Family']",0.5424000000000001,"security guard, duringcreditsstinger",Steve Carr,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Space Dogg,"['Science Fiction', 'Adventure', 'Fantasy', 'Drama']",0.0,Unknown,Unknown,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
T2 Trainspotting,"['Drama', 'Comedy']",0.6945000000000001,"prison, friendship, based on novel or book, fight, scotland, blackmail, heroin, drug addiction, junkie, cocaine, nightclub, edinburgh, scotland, addiction, sequel, prison escape, revenge, extortion, theft, bar fight, social realism, council estate, bulgarian",Danny Boyle,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sisterhood of the Traveling Pants,"['Drama', 'Comedy', 'Romance']",0.65,"based on novel or book, holiday, female friendship, jeans, coming of age, teenage girl, summer, based on young adult novel",Ken Kwapis,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
My Girl,"['Comedy', 'Drama']",0.7400000000000001,"friendship, 1970s, beehive, remarriage, neighbor, death, writing workshop, makeup artist, camper, cosmetologist, death in childbirth, tuba, funeral parlor, childhood crush, father daughter relationship",Howard Zieff,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper: Reloaded,"['War', 'Action', 'Thriller', 'Drama']",0.5847000000000001,Unknown,Claudio Fäh,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Alive,"['Adventure', 'Drama', 'History']",0.6881,"airplane wreck, based on true story, rugby, survival, stranded, airplane crash, freezing, disaster movie, andes mountains, frostbite, cannibalism, dramatic, incredulous, snow atmosphere, appreciative, snow mountain survival",Frank Marshall,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Animal,['Comedy'],0.51,"dream, employee, car crash, scientist, police officer, organ donation, aftercreditsstinger, virility",Luke Greenfield,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Business of Pleasure,"['Thriller', 'Drama']",0.6000000000000001,Unknown,Goce Cvetanovski,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mummies,"['Animation', 'Adventure', 'Fantasy']",0.6980000000000001,"egypt, london, england, museum, mummy, chariot race, musical, wedding ring, archaeologist, ancient egypt, aftercreditsstinger, journey, present day",Juan Jesús García Galocha,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Iron Man: Rise of Technovore,"['Science Fiction', 'Animation', 'Action']",0.6073000000000001,"superhero, based on comic, mecha, anime",Hiroshi Hamasaki,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shockwave: Countdown to Disaster,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",0.5599999999999999,Unknown,Nick Lyon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Trinity Is Still My Name,"['Comedy', 'Western']",0.7428,"gunslinger, sibling relationship, brother, mistaken identity, hold-up robbery, cowboy, spaghetti western",Enzo Barboni,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Killer Joe,"['Crime', 'Comedy', 'Thriller']",0.6523,"trailer park, gun, psychopath, texas, deal, dark comedy, money, arson, sexual humiliation, lingerie, drugs, police detective, physical abuse, sadistic psychopath, neo-noir, burial, pizza shop, fried chicken",William Friedkin,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A Wakefulness of Indocility,"['Animation', 'Drama']",0.0,Unknown,Laura Maria Isabel Ruiz Ocadiz,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adultery Alumni Association,"['Drama', 'Romance']",0.68,softcore,Jo Tae-ho,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Graphic Desires,['Thriller'],0.38,"infidelity, cheating, erotic thriller, dating app",Andy Edwards,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Philadelphia,['Drama'],0.77,"philadelphia, pennsylvania, court, jurors, aids, pennsylvania, usa, homophobia, lawsuit, partner, hiv, lawyer, dying, lgbt, discrimination, angry, judiciary, 1980s, somber, courtroom drama, anxious, gay theme, cautionary, critical, antagonistic, celebratory, empathetic",Jonathan Demme,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Charlie Brown Thanksgiving,"['Animation', 'Comedy', 'Family', 'TV Movie']",0.73,"holiday, thanksgiving, boy and dog, jellybean",Bill Melendez,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Mad Max Beyond Thunderdome,"['Action', 'Adventure', 'Science Fiction']",0.6226,"australia, arena, dwarf, dictator, dystopia, sandstorm, post-apocalyptic future, villain, camel, tribe, ex-cop, oasis, sequel, wasteland, desert, psychotic, adventurer, post nuclear, angry, hostile, aggressive, frantic, grim, action hero, good versus evil, post-apocalyptic, antagonistic, exuberant, forceful, harsh, ominous, urgent",George Miller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Block Island Sound,"['Horror', 'Science Fiction']",0.52,"sea, island, alien abduction, electronics",Kevin McManus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Sense,"['Drama', 'Romance']",0.0,Unknown,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
I AM,"['Drama', 'Documentary', 'Thriller']",0.0,"surrealism, dadaism, psychological terror, suicide prevention, experimental cinema, drama",Rafael Madrid,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Ip Man: The Awakening,"['Action', 'Adventure', 'History', 'Drama']",0.6900000000000001,"martial arts, kung fu, hong kong, wing chun",Li Xijie,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Thomas Crown Affair,"['Crime', 'Romance']",0.68,"plan, insurance salesman, businessman, in love with enemy, boredom, hold-up robbery, insurance fraud, heist, theft, millionaire",Norman Jewison,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Ottoman Lieutenant,"['Romance', 'Drama', 'War']",0.6200000000000001,"nurse, world war i, lieutenant, 1910s, ottoman empire",Joseph Ruben,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Breakfast at Tiffany's,"['Comedy', 'Romance', 'Drama']",0.77,"new york city, love of one's life, broken engagement, cat, store window, cigarette, free spirit, writer, millionaire, jewelry store, gold digger, older woman younger man relationship, kept man, rich woman, best friends, yellowface, amused",Blake Edwards,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
On the Waterfront,"['Crime', 'Drama', 'Romance']",0.7923,"new jersey, murder, mafia, black and white, union, dock, longshoreman, pigeon",Elia Kazan,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sofia the First: Once Upon a Princess,"['Animation', 'Family']",0.7400000000000001,"princess, television pilot",Jamie Mitchell,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lion Guard: Return of the Roar,"['Family', 'TV Movie', 'Animation']",0.67,"africa, lion",Howy Parkins,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Devil's Own,"['Crime', 'Thriller', 'Drama']",0.6200000000000001,"new york city, assassin, anonymity, showdown, chase, politics, northern ireland, revenge, terrorism, ira (irish republican army), tragic event",Alan J. Pakula,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Bee Gees: How Can You Mend a Broken Heart,"['Music', 'Documentary']",0.76,"biography, rock band",Frank Marshall,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deadpool: No Good Deed,"['Action', 'Comedy', 'Crime']",0.71,"superhero, based on comic, superhero spoof, mugging, short film",David Leitch,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Skin,"['Horror', 'Fantasy', 'Drama']",0.63,"island, based on novel or book, world war i, lighthouse, lighthouse keeper   , creature, meteorologist, isolated island",Xavier Gens,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Flypaper,"['Mystery', 'Comedy', 'Crime']",0.6400000000000001,"shootout, dead woman, bank robbery",Rob Minkoff,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Strange Days,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",0.7006000000000001,"future, pornography, prostitute, police brutality, dream, rape, police, virtual reality, paranoia, ex-girlfriend, bodyguard, rapper, dystopia, minidisc, ex-cop, murder, cyberpunk, los angeles, california, criminal, private detective, revolt, tech noir, woman director",Kathryn Bigelow,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3 Days Max,['Comedy'],0.5334,Unknown,Tarek Boudali,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yards,"['Crime', 'Drama', 'Thriller']",0.6201,"corruption, subway, infiltration, criminal, brooklyn, new york city, queens, new york city, ex-con",James Gray,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Vanished into the Night,"['Thriller', 'Mystery', 'Drama']",0.5464000000000001,Unknown,Renato De Maria,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Extreme Prejudice,"['Action', 'Thriller', 'Crime']",0.6200000000000001,"robbery, texas, mexican standoff, texas ranger, organized crime, drugs, kingpin, modern western, neo-noir",Walter Hill,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Bridges of Madison County,"['Drama', 'Romance']",0.77,"adultery, secret love, husband wife relationship, based on novel or book, love of one's life, unsociability, marriage crisis, photographer, love at first sight, photography, peasant, mother role, iowa, bridge, housewife, love letter, romantic",Clint Eastwood,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lady and the Tramp,"['Family', 'Romance', 'Comedy']",0.7200000000000001,"freedom, family, streetwise, live action and animation, live action remake",Charlie Bean,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Planes: Fire & Rescue,"['Animation', 'Comedy', 'Adventure', 'Family']",0.6200000000000001,"national park, sequel, anthropomorphism, firefighter, smoke jumpers",Bobs Gannaway,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Giver,"['Drama', 'Science Fiction']",0.66,"new love, based on novel or book, dystopia, anti conformity, memory, alternative reality, color, 2040s, based on young adult novel",Phillip Noyce,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Miami Vice,"['Action', 'Crime', 'Thriller']",0.6000000000000001,"florida, miami, florida, undercover, hostage, fbi, remake, drug cartel, drug dealing, police detective, urban setting, police investigation, havana, cuba, speedboat , asian woman, criminal organization, action hero, duo, neo-nazis, crime solving duo",Michael Mann,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Peppermint,"['Action', 'Thriller']",0.6719,"coma, widow, cemetery, handcuffs, fbi, bus, grave, alcoholism, flashback, revenge, murder, vigilante, drug cartel, police corruption, hospital, torture, skid row, corrupt official, loss of child, corrupt judge, driveby shooting",Pierre Morel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Big Fish,"['Adventure', 'Fantasy', 'Drama']",0.7762,"witch, fish, love of one's life, parent child relationship, circus, fishing, leech, story teller, fair, mermaid, apoplectic stroke, cancer, relationship, gentle giant, magic realism, reflective, witty, whimsical, excited",Tim Burton,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gunfight at Rio Bravo,"['Western', 'Action']",0.65,Unknown,Joe Cornet,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Three Robbers and a Lion,"['Animation', 'Family']",0.65,"lion, talent show, based on children's book, tram, talking animal, gang of robbers",Rasmus A. Sivertsen,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No Cap: 2 Years of Light,['Unknown'],0.0,Unknown,Dennis Iliadis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Vatican Tapes,"['Thriller', 'Horror']",0.53,"exorcism, education, anti-christ, exorcist, wicked priest, young girls, government personal",Mark Neveldine,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Room at the Top,"['Drama', 'Romance']",0.68,"small town, northern england, based on novel or book, blackmail, pregnancy, assault, loss of virginity, yorkshire, guilt, new job, drunkenness, kitchen sink realism",Jack Clayton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Hunted,"['Horror', 'Thriller']",0.71,"island, refugee, boat, immigration, hunt",Louis Lagayette,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Man Who Invented Christmas,"['Drama', 'History', 'Comedy', 'Family']",0.6846000000000001,"london, england, husband wife relationship, based on novel or book, holiday, disabled child, victorian england, debt, literary agent, poverty, child labor, novelist, publisher, housemaid, christmas, 19th century, self publishing, slum dwellers, father son relationship, book writing",Bharat Nalluri,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Big Top Scooby-Doo!,"['Family', 'Animation', 'Comedy', 'Mystery']",0.77,"circus, villain, talking dog, werewolf",Heather A. Maxwell,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2 Guns,"['Action', 'Comedy', 'Crime']",0.654,"undercover agent, undercover, based on comic, money, fugitive, bank robbery, dea agent",Baltasar Kormákur,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard the Stork and the Mystery of the Great Jewel,"['Animation', 'Adventure', 'Comedy', 'Family']",0.68,Unknown,Mette Tange,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enemy of the State,"['Action', 'Drama', 'Thriller']",0.7000000000000001,"helicopter, washington dc, usa, corruption, espionage, politics, identity, falsely accused, mexican standoff, baltimore, usa, wiretap, satellite, national security agency (nsa), exploding building, mafia, conspiracy, lawyer, privacy, surveillance, voyeur, secret hideout, surveillance state, internet surveillance, mass surveillance, dramatic, antagonistic, authoritarian, subjective",Tony Scott,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Beethoven,"['Family', 'Comedy']",0.58,"puppy, st. bernard, family, pets",Brian Levant,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Three Musketeers,"['Adventure', 'Action', 'Thriller']",0.58,"france, swordplay, sword fight, historical fiction, musketeer, swashbuckler, sailing ship, damsel in distress, king of france, 17th century",Paul W. S. Anderson,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2037,['Drama'],0.7254,"single parent, prison cell, pregnant minor, mute, sexual assault",Mo Hong-jin,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Werewolves,"['Action', 'Horror', 'Thriller']",0.0,"moonlight, werewolf",Steven C. Miller,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
American Made,"['Comedy', 'Crime', 'Drama']",0.6900000000000001,"central intelligence agency (cia), drug smuggling, money laundering, pilot, based on true story, drug cartel, illegal drugs, dea agent, 1980s, pablo escobar",Doug Liman,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Death Day,"['Comedy', 'Horror', 'Mystery']",0.6645,"college, murder, time loop, young adult, college student, stabbed to death, appreciative, vibrant",Christopher Landon,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Saint Seiya: Legend of Sanctuary,"['Action', 'Animation', 'Fantasy']",0.66,"based on manga, adult animation, shounen, anime",Keiichi Sato,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Back to Burgundy,"['Drama', 'Comedy']",0.6877,"sibling relationship, vineyard, dysfunctional family, family relationships, burgundy",Cédric Klapisch,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
